68121	63123
52655	85711
39101	19107
5123	18054
19174	37015
87950	63144
32051	34639
36155	33602
99375	46227
91269	33771
2917	19106
5871	70118
73835	19147
35123	T5J 1B9
42404	46240
17383	46250
19971	89502
86896	93101
18255	37201
21616	19147
62935	83704
42788	19127
60247	19301
97526	19003
95495	70130
46828	19123
55279	19341
35444	19803
15471	62025
2858	62002
81973	19064
27789	85746
60863	T5J 1L7
60346	37203
51847	62226
36338	19004
90147	33704
11354	T5K 2T7
69642	T5H 3B2
60444	19348
12781	85713
56553	19462
4937	33618
76158	33607
39518	70058
34998	46250
70935	46220
46020	33614
55558	19380
69685	70130
44772	46260
8315	89408
15531	37215
61672	08094
74602	33782
87034	19036
52047	19146
57002	T6E 5B7
94757	85707
37057	33544
23749	46038
95441	46220
94907	19104
56498	08016
39326	19152
73572	93101
84256	70112
55741	08102
28980	37201
26441	46168
13532	93103
35637	46219
98431	33611
76583	19020
40888	63104
88123	46240
71438	70112
42666	19808
32192	33706
77928	19090
11155	63122
30431	08043
76707	63118
73843	83713
42943	34689
15406	19148
70706	33701
30967	19422
61783	70002
34834	37027
50344	85712
34449	37027
35231	46241
56724	85710
40051	85741
66110	70006
25560	33607
14723	08096
8187	19130
50893	70115
93473	85711
81855	46231
29468	34639
72704	85718
85574	46032
100352	33606
69338	93101
13796	46143
29159	89595
58489	46227
54663	19147
32470	19107
27282	46225
7547	33771
63676	70116
87117	83704
97654	19015
47283	37201
49036	37204
34616	19038
48690	37115
44378	08628
92667	89501
48167	46203
10861	93101
67137	T5T 4M2
91103	33618
45039	85705
99239	19055
24743	46201
12019	89512
53427	08012
58025	37214
7340	19014
63478	63117
50393	33710
38792	T5S 2X1
22386	33617
55213	19103
97009	18976
66218	19095
83030	63104
44072	33559
37415	19124
42036	19047
30203	19406
58976	89509
59865	19125
61634	46032
91733	85737
61229	46204
80168	33755
15419	85711
39198	19131
49183	63109
79508	46240
70677	19380
35288	33618
36121	89521
26257	46123
61717	63121
5171	70119
42007	85716
19015	85741
14699	19147
58222	46256
75596	89521
12947	85730
38745	89502
81643	33618
71422	83706
89739	37067
13752	19019
60777	46204
28310	19104
92607	33511
75245	46250
36417	70118
86030	33607
44408	33607
16886	19128
28091	83642
33897	19312
62059	19123
71158	T8N 5H9
48793	70006
95344	19125
30121	34250
74205	46205
20510	T5H 0V6
64143	37215
8777	19139
20138	33617
43046	19147
20341	70163
65413	19102
39894	70130
76586	19118
1297	19003
85491	33635
72514	19019
66487	37209
94363	19335
11846	T8H 2A3
32762	33609
97071	89440
10639	19004
52613	19153
78004	19130
20366	33604
40343	19148
24155	85737
32615	19107
41706	08638
25605	19102
15166	19115
84206	19115
74746	19020
39713	33709
76073	37064
35036	19147
9628	85719
38134	63116
93286	70117
89740	08031
9964	85658
24693	46142
60447	19145
90707	70037
36515	70118
75692	08083
35475	85705
10227	37167
4623	19078
71641	33511
40756	19341
41953	33714
21948	63102
86913	33511
50126	33556
74683	85701
76688	37210
90617	19044
92170	19481
3466	70116
27877	46112
16152	70113
56353	19801
78699	19355
74248	19147
18657	33511
90655	08052
29149	83704
99812	T6W 0L9
71786	19446
29846	33706
89102	19146
6417	85719
53139	19038
61894	85719
33127	63011
89836	T5T 4J2
93540	19103
43480	85710
35846	37072
91459	19085
27554	33771
29023	89503
75339	T5G 0P7
23369	33511
40930	34691
58260	70113
95692	19072
96510	33606
47674	70114
58508	19122
99281	85716
44518	33543
29078	34677
35760	63119
58044	19007
35597	70130
2424	46032
31752	93117
75834	46203
77084	19126
85048	70116
67245	08028
85618	37214
15087	19147
66994	19131
56855	08033
537	33607
55072	T6E 4E2
55075	85719
9321	70065
73570	19004
35522	33617
21887	93105
70423	33706
45887	19403
83110	46201
91370	63118
48636	70002
25213	18936
100373	85719
17345	19147
90427	19047
89175	63026
62690	46250
17784	19102
25578	33558
95458	85706
87146	70130
64250	08070
82587	08035
43035	46220
8106	46240
66016	19140
58765	93117
59593	83704
73659	19103
39194	63109
63893	63109
45848	70119
28160	33613
7631	85716
16904	46202
21442	37146
9234	33511
67747	33626
77354	19454
38963	89506
65860	85711
31401	19047
59892	85705
89773	T6H 2H4
11021	70005
54738	19406
9098	19131
2336	19036
58531	T5J
65934	19027
4234	19015
97764	37064
63458	33773
40688	63101
44688	33755
35801	46220
82658	46060
21974	19047
57358	19103
98894	19107
4155	19147
23275	19114
63021	19301
17802	46236
19884	85746
32608	83702
92289	19147
87360	89502
57700	85704
100611	19123
50032	33605
3892	19102
87922	70001
72766	T5L 5B5
47144	18938
23086	89506
17637	33615
70673	63124
94799	08003
10741	85705
47735	63130
8853	93117
58528	33777
53069	33701
45076	83702
49914	70122
81528	08096
46206	85747
62356	46032
29275	37122
15859	37067
57465	46032
73353	46038
34541	18912
16188	08065
64450	46227
79828	19107
70108	19063
36444	33606
76165	37115
83328	37203
54563	46250
19208	63303
47156	70119
30390	46250
1699	70065
79941	33615
36923	89502
79386	T5J 1A7
48263	19428
92901	33544
31330	34607
25622	63033
97122	33510
25933	89502
62350	93101
58495	93117
68710	63117
36915	18940
95774	63130
29463	63110
